번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
1675,008500,일정실업,031303,편조원단 제조업,"1,200,000","6,000,000,000","5,000",원(KRW),031-493-0031-5,경기도 안산시 단원구 산성로 21 (초지동),2367
1676,019540,일지테크,033003,자동차 신품 부품 제조업,"13,513,500","6,756,750,000","500",원(KRW),053 -856 -8080,경상북도 경산시  진량읍 공단4로 50 주일지테크 ,2367
1677,081000,일진다이아,032004,기타 화학제품 제조업,"14,202,975","14,202,975,000","1,000",원(KRW),02-707-9076,충청북도 음성군  대소면 대금로 157 ,2367
1678,020760,일진디스플,032601,반도체 제조업,"28,314,440","14,157,220,000","500",원(KRW),031-680-0212,충청북도 음성군  대소면 대금로 157 ,2367
1679,020150,일진머티리얼즈,032602,전자부품 제조업,"46,110,835","23,055,417,500","500",원(KRW),02-707-9060,전라북도 익산시 석암로3길 63-25 ,2367
1680,103590,일진전기,032803,절연선 및 케이블 제조업,"37,080,390","37,080,390,000","1,000",원(KRW),02-707-9781,경기도 화성시  만년로 905-17 ,2367
1681,094820,일진파워,064203,전기 및 통신 공사업,"15,078,709","7,539,354,500","500",원(KRW),052-237-5330,울산광역시 울주군  온산읍 산암로 42 (주)일진에너지,2367
1682,015860,일진홀딩스,116409,기타 금융업,"49,347,483","49,852,615,000","1,000",원(KRW),031-220-0500,경기도 화성시  만년로 905-17 ,2367
1683,226320,잇츠한불,032004,기타 화학제품 제조업,"21,929,315","10,964,657,500","500",원(KRW),02-3450-0123,서울특별시 강남구 학동로 311 주식회사 잇츠한불,2367
1684,950140,잉글우드랩,032004,기타 화학제품 제조업,"19,867,866","0","0",미국달러(USD),+1-201-567-2267,"88 W. Sheffield Avenue, Englewood, NJ 07631, USA ",2367
1685,049550,잉크테크,032004,기타 화학제품 제조업,"16,019,932","8,310,957,500","500",원(KRW),031-494-0001,경기도 안산시 단원구 능안로 98-12잉크테크 ,2367
1686,254120,자비스,032902,특수 목적용 기계 제조업,"20,303,476","2,030,347,600","100",원(KRW),031-740-3820,경기도 성남시 중원구 사기막골로 177 금강하이테크밸리 619호,2367
1687,221610,자안,032004,기타 화학제품 제조업,"141,278,275","14,127,827,500","100",원(KRW),031-364-7400,경기도 안산시 단원구 강촌로 203 &nbsp,2367
1688,043910,자연과환경,053901,환경 정화 및 복원업,"53,149,357","26,574,678,500","500",원(KRW),041-852-3355,충청남도 공주시  우성면 보흥1길 116-28 ,2367
1689,234920,자이글,032805,가정용 기기 제조업,"13,530,910","6,765,455,000","500",원(KRW),02-3665-9192,서울특별시 강서구 허준로 217 11층 1114호 ,2367
1690,317400,자이에스앤디,126801,부동산 임대 및 공급업,"26,782,520","26,782,520,000","1,000",원(KRW),02-6910-7100,서울특별시 중구 퇴계로 173 ,2367
1691,033240,자화전자,032602,전자부품 제조업,"17,900,000","8,950,000,000","500",원(KRW),043-210-7114,충청북도 청원군  북이면 충청대로 1217 ,2367
1692,174880,장원테크,032604,통신 및 방송 장비 제조업,"48,953,818","4,895,381,800","100",원(KRW),070-4016-3509,경상북도 구미시 1공단로7길 14-9 &nbsp,2367
1693,049630,재영솔루텍,032703,사진장비 및 광학기기 제조업,"73,260,830","36,630,415,000","500",원(KRW),(032)820-0522,인천광역시 연수구 갯벌로 118 ,2367
1694,000950,전방,031301,방적 및 가공사 제조업,"1,680,000","8,400,000,000","5,000",원(KRW),02-2122-6000,"서울특별시 서대문구  서소문로 21 (충정로3가, 충정타워)",2367
1695,120780,전우정밀,033003,자동차 신품 부품 제조업,"3,100,000","1,550,000,000","500",원(KRW),053-859-5404,경상북도 경산시 진량읍 공단8로 24 ,2367
1696,110020,전진바이오팜,032004,기타 화학제품 제조업,"4,795,928","2,397,964,000","500",원(KRW),053-593-7191,"대구광역시 달서구 성서공단로11길 62, 302호 ",2367
1697,065530,전파기지국,106102,전기 통신업,"52,860,000","26,430,000,000","500",원(KRW),(02)2077-3114,서울특별시 송파구 법원로11길 28 BK타워 11층 ,2367
1698,208140,정다운,031001,"도축, 육류 가공 및 저장 처리업","20,529,824","2,052,982,400","100",원(KRW),02-6923-7426,전라남도 나주시 동수농공단지길 137-17 (주)정다운,2367
1699,022220,정산애강,032202,플라스틱제품 제조업,"51,794,579","25,897,289,500","500",원(KRW),041-544-6711,충청북도 충주시 중앙탑면 기업도시로 422 -,2367
1700,040420,정상제이엘에스,168505,일반 교습 학원,"15,677,552","8,478,776,000","500",원(KRW),02-3413-9100,서울특별시 강남구  영동대로 229 ,2367
1701,045510,정원엔시스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","32,209,292","16,104,646,000","500",원(KRW),02  -5147-007(,서울특별시 강남구  도산대로1길 46 (신사동) ,2367
1702,065620,제낙스,032401,1차 철강 제조업,"24,759,470","12,379,735,000","500",원(KRW),051-804-6500,경상남도 김해시 생림면 생림대로928번길 10-58 -,2367
1703,217190,제너셈,032902,특수 목적용 기계 제조업,"8,769,174","4,384,587,000","500",원(KRW),032-810-8400,인천광역시 연수구 송도과학로84번길 24 제너셈 사옥,2367
1704,095700,제넥신,137001,자연과학 및 공학 연구개발업,"24,236,413","12,118,206,500","500",원(KRW),031-628-3243,경기도 성남시 분당구 대왕판교로 700 코리아바이오파크 B동 4층,2367
1705,072520,제넨바이오,053802,폐기물 처리업,"94,586,123","9,458,612,300","100",원(KRW),053-665-9000,대구광역시 수성구 동대구로 354 브라운스톤범어 2층 203호 ,2367
1706,122310,제노레이,032701,의료용 기기 제조업,"14,553,844","7,276,922,000","500",원(KRW),031-740-4117,"경기도 성남시 중원구 둔촌대로 560, 512호(상대원동, 벽산테크노피아) ",2367
1707,066830,제노텍,032004,기타 화학제품 제조업,"5,599,037","2,799,518,500","500",원(KRW),042-862-8404,대전광역시 유성구 가정북로 26-69 ,2367
1708,187420,제노포커스,032101,기초 의약물질 및 생물학적 제제 제조업,"21,838,263","10,919,131,500","500",원(KRW),042-862-4483,대전광역시 유성구 테크노1로 65(관평동) ,2367
1709,225220,제놀루션,032101,기초 의약물질 및 생물학적 제제 제조업,"4,703,590","2,351,795,000","500",원(KRW),02-449-8670,"서울특별시 송파구 법원로11길 11 A동 506호(문정동, 문정현대지식산업센터) &nbsp",2367
1710,123330,제닉,032004,기타 화학제품 제조업,"7,000,000","3,500,000,000","500",원(KRW),031-725-5600,경기도 성남시 분당구 판교로255번길 34 3층,2367
1711,159580,제로투세븐,074604,생활용품 도매업,"20,032,636","10,016,318,000","500",원(KRW),02-740-3188,서울특별시 마포구 상암산로 76YTN뉴스퀘어 17/18층 ,2367
1712,147830,제룡산업,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","10,000,000","5,000,000,000","500",원(KRW),02-2204-3700,서울특별시 광진구  아차산로 628 (광장동),2367
1713,033100,제룡전기,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","16,062,409","8,031,204,500","500",원(KRW),02-2204-6300,서울특별시 광진구  아차산로 628 ,2367
1714,079370,제우스,032902,특수 목적용 기계 제조업,"10,384,000","5,192,000,000","500",원(KRW),031-377-9500,경기도 화성시 안녕남로 132 (주)제우스 ,2367
1715,054950,제이브이엠,032901,일반 목적용 기계 제조업,"6,330,908","3,165,454,000","500",원(KRW),053-584-9999,대구광역시 달서구  호산동로 121 ,2367
1716,090470,제이스텍,032902,특수 목적용 기계 제조업,"14,597,808","7,298,904,000","500",원(KRW),032-510-3000,인천광역시 부평구  평천로 221 ,2367
1717,137950,제이씨케미칼,032004,기타 화학제품 제조업,"22,267,814","11,133,907,000","500",원(KRW),02-6321-1333,울산광역시 울주군  온산읍 화산1길 70 ,2367
1718,033320,제이씨현시스템,074605,기계장비 및 관련 물품 도매업,"19,114,432","9,557,216,000","500",원(KRW),02-2105-9100,서울특별시 용산구  새창로45길 74 ,2367
1719,348950,제이알글로벌리츠,126801,부동산 임대 및 공급업,"165,600,000","165,600,000,000","1,000",원(KRW),,서울특별시 중구 을지로 100 ,2367
1720,204270,제이앤티씨,032602,전자부품 제조업,"57,848,466","28,924,233,000","500",원(KRW),031-354-2590,경기도 화성시 정남면 구내길 81-9 &nbsp,2367
1721,194370,제이에스코퍼레이션,031501,"가죽, 가방 및 유사제품 제조업","13,335,601","1,333,560,100","100",원(KRW),02-2040-3400,서울특별시 강남구 개포로 640 ,2367
1722,026040,제이에스티나,033301,귀금속 및 장신용품 제조업,"16,503,790","8,684,795,000","500",원(KRW),02-2190-7085,서울특별시 송파구 양재대로62길 53 ,2367
1723,126880,제이엔케이히터,032901,일반 목적용 기계 제조업,"22,921,371","11,460,685,500","500",원(KRW),02-2026-4250,서울특별시 금천구  가산디지털1로 168 ,2367
1724,322510,제이엘케이,105802,소프트웨어 개발 및 공급업,"15,014,737","1,501,473,700","100",원(KRW),070-4651-4051,충청북도 청주시 청원구 오창읍 연구단지로 40 충북테크노파크 미래융합기술관 302호 &nbsp,2367
1725,033050,제이엠아이,031802,기록매체 복제업,"32,579,342","32,579,342,000","1,000",원(KRW),031 -376 -9494,경기도 화성시 동탄면 동탄산단8길 15-20 ,2367
1726,094970,제이엠티,032602,전자부품 제조업,"16,748,240","8,374,120,000","500",원(KRW),070-7500-4320,경기도 평택시 산단로 63-19 (모곡동),2367
1727,058420,제이웨이,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","21,676,909","10,838,454,500","500",원(KRW),02-3400-8500,광주광역시 광산구 평동로800번길 33 2층 ,2367
1728,025620,제이준코스메틱,032004,기타 화학제품 제조업,"36,614,866","18,307,433,000","500",원(KRW),02-2193-9500,인천광역시 남동구 남동대로 405 (남촌동 614),2367
1729,036420,제이콘텐트리,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","16,385,071","81,925,355,000","5,000",원(KRW),02-3015-0555,서울특별시 강남구 도산대로 156 ,2367
1730,089790,제이티,032902,특수 목적용 기계 제조업,"10,315,513","5,157,756,500","500",원(KRW),070-4172-0100,충청남도 천안시 서북구  직산읍 4산단3로 135 ,2367
1731,030000,제일기획,137103,광고업,"115,041,225","23,008,245,000","200",원(KRW),02-3780-2114,서울특별시 용산구  이태원로 222 제일기획 ,2367
1732,052670,제일바이오,032102,의약품 제조업,"15,000,000","7,500,000,000","500",원(KRW),031-494-8226,경기 안산시 목내동 456-2 ,2367
1733,271980,제일약품,032102,의약품 제조업,"14,704,872","7,352,436,000","500",원(KRW),02-549-7451,서울특별시 서초구 사평대로 343 제일약품 사옥 ,2367
1734,001560,제일연마,032309,기타 비금속 광물제품 제조업,"10,000,000","5,000,000,000","500",원(KRW),054-285-8401,경상북도 포항시 남구 대송로101번길 34(장흥동) ,2367
1735,023440,제일제강,032401,1차 철강 제조업,"29,492,393","14,746,196,500","500",원(KRW),031-499-0776,"경기도 안산시 단원구  시화로 60, 301 (성곡동, 시화공단4다)",2367
1736,038010,제일테크노스,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","9,000,000","4,500,000,000","500",원(KRW),054 -278 -2841,경상북도 포항시 남구 장흥로39번길 7 ,2367
1737,002620,제일파마홀딩스,137105,회사 본부 및 경영 컨설팅 서비스업,"15,973,355","7,986,677,500","500",원(KRW),02-549-7451,서울특별시 서초구 사평대로 343 ,2367
1738,080220,제주반도체,032601,반도체 제조업,"31,125,060","15,712,530,000","500",원(KRW),(064)740-1700,제주특별자치도 제주시 청사로 1길 18-4 ,2367
1739,006220,제주은행,116401,은행 및 저축기관,"32,128,774","160,643,870,000","5,000",원(KRW),064-720-0200,제주특별자치도 제주시  오현길 90 (이도일동),2367
1740,089590,제주항공,085101,항공 여객 운송업,"26,356,758","131,783,790,000","5,000",원(KRW),070-7420-1986,제주특별자치도 제주시 신대로 64 3층 ,2367
1741,216080,제테마,032103,의료용품 및 기타 의약 관련제품 제조업,"17,497,552","8,748,776,000","500",원(KRW),02-572-1331,강원도 원주시 지정면 조엄로 321 &nbsp;,2367
1742,229000,젠큐릭스,032103,의료용품 및 기타 의약 관련제품 제조업,"6,276,726","3,138,363,000","500",원(KRW),,"서울특별시 구로구 디지털로 242 한화 비즈메트로1차 402-404, 908, 910, 911호 ",2367
1743,082270,젬백스,032902,특수 목적용 기계 제조업,"39,261,403","19,630,701,500","500",원(KRW),042-931-6287,대전광역시 유성구 테크노11로 58 ,2367
1744,064800,젬백스링크,074704,"섬유, 의복, 신발 및 가죽제품 소매업","77,218,483","7,721,848,300","100",원(KRW),02-2102-7300,"서울특별시 영등포구 영등포로 272 (영등포동3가, 젬백스링크타워) - ",2367
1745,041590,젬백스지오,064204,실내건축 및 건축마무리 공사업,"77,426,225","38,713,112,500","500",원(KRW),02-3443-1911,서울특별시 송파구 법원로11길 11 비동 1305호,2367
1746,044060,조광ILI,032901,일반 목적용 기계 제조업,"9,885,656","4,942,828,000","500",원(KRW),055-360-0200,경상남도 양산시 산막공단북10길 37 (산막동) ,2367
1747,004910,조광페인트,032004,기타 화학제품 제조업,"12,800,000","6,400,000,000","500",원(KRW),051-304-7701-5,부산광역시 사상구  삼덕로 5 148,2367
1748,004700,조광피혁,031501,"가죽, 가방 및 유사제품 제조업","6,649,138","34,245,690,000","5,000",원(KRW),043-270-5311-3,"충청북도 청주시 흥덕구 공단로126번길 97 (송정동, 공단2브럭)",2367
1749,001550,조비,032003,"비료, 농약 및 살균, 살충제 제조업","5,192,239","25,961,195,000","5,000",원(KRW),02-3488-5853,서울특별시 서초구 효령로77길 28 동오빌딩 (서초동 1337-4),2367
1750,000480,조선내화,032302,"내화, 비내화 요업제품 제조업","4,000,000","20,000,000,000","5,000",원(KRW),061-798-8114,전라남도 광양시 산업로 55 ,2367
1751,120030,조선선재,032509,기타 금속 가공제품 제조업,"1,257,651","628,825,500","500",원(KRW),054-289-8200,경상북도 포항시 남구 괴동로 43 (장흥동),2367
1752,034940,조아제약,032102,의약품 제조업,"30,979,827","15,489,913,500","500",원(KRW),02-6670-9200,"서울특별시 영등포구 당산로2길 12 에이스테크노타워 101호(문래동3가, 에이스테크노타워1층)",2367
1753,101730,조이맥스,105802,소프트웨어 개발 및 공급업,"8,505,234","4,252,617,000","500",원(KRW),02-420-8854,경기도 성남시 분당구 대왕판교로644번길 49 (삼평동) 위메이드타워 5층 ,2367
1754,067000,조이시티,105802,소프트웨어 개발 및 공급업,"14,188,833","7,094,416,500","500",원(KRW),031-789-6500,경기도 성남시 분당구 분당로 55 ,2367
1755,018470,조일알미늄,032402,1차 비철금속 제조업,"70,155,555","35,077,777,500","500",원(KRW),053-856-5252,경상북도 경산시  진량읍 공단6로 98 ,2367
1756,002600,조흥,031007,기타 식품 제조업,"600,000","3,000,000,000","5,000",원(KRW),031-433-3883,경기도 안산시 단원구  시화로 38 (성곡동),2367
1757,185750,종근당,032102,의약품 제조업,"10,885,685","27,214,212,500","2,500",원(KRW),02-2194-0300,서울 서대문구 충정로3가 3가 368 종근당빌딩 ,2367
1758,063160,종근당바이오,032102,의약품 제조업,"5,485,962","13,714,905,000","2,500",원(KRW),02-2194-0555,서울특별시 서대문구  충정로 8 ,2367
1759,001630,종근당홀딩스,032102,의약품 제조업,"5,009,861","12,524,652,500","2,500",원(KRW),02-6373-0600,서울특별시 서대문구  충정로 8 종근당빌딩 ,2367
1760,033340,좋은사람들,031401,봉제의복 제조업,"49,908,224","24,954,112,000","500",원(KRW),02-320-6600,서울특별시 마포구  양화로 162 동교동대아빌딩 (주)좋은사람들,2367
1761,036930,주성엔지니어링,032902,특수 목적용 기계 제조업,"48,249,212","24,124,606,000","500",원(KRW),031 -760 -7000,경기도 광주시  오포읍 오포로 240 주성엔지니어링,2367
1762,044380,주연테크,032603,컴퓨터 및 주변장치 제조업,"54,612,089","10,922,417,800","200",원(KRW),02-2122-1000,서울특별시 마포구 양화로 134 (서교동) 5층,2367
1763,239340,줌인터넷,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","26,881,862","2,688,186,200","100",원(KRW),02-583-4640,서울특별시 서초구 반포대로 3 7층 줌인터넷(주),2367
1764,072020,중앙백신,032101,기초 의약물질 및 생물학적 제제 제조업,"9,960,000","4,980,000,000","500",원(KRW),(042)863-9322,대전광역시 유성구 유성대로 1476-37 (주)중앙백신연구소,2367
1765,000440,중앙에너비스,074607,기타 전문 도매업,"6,227,130","3,113,565,000","500",원(KRW),070-8707-4500,서울특별시 용산구  한남대로 82 ,2367
1766,054180,중앙오션,033101,선박 및 보트 건조업,"32,235,671","16,117,835,500","500",원(KRW),02-3218-9500,서울특별시 강남구 논현로75길 10 영창빌딩 4층,2367
1767,228760,지노믹트리,032103,의료용품 및 기타 의약 관련제품 제조업,"19,986,215","9,993,107,500","500",원(KRW),042-861-4551,대전광역시 유성구 테크노10로 44-6 ,2367
1768,314130,지놈앤컴퍼니,032101,기초 의약물질 및 생물학적 제제 제조업,"11,319,477","5,659,738,500","500",원(KRW),031-628-0150,"경기도 성남시 분당구 판교로255번길 35 B동 8층(삼평동, 판교실리콘파크)",2367
1769,013890,지누스,033201,가구 제조업,"14,406,749","7,203,374,500","500",원(KRW),031-622-1700,"경기도 성남시 분당구 야탑로81번길 10,8층(야탑동, 아미고타워) ",2367
1770,043610,지니뮤직,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","58,115,438","29,057,719,000","500",원(KRW),02-3282-2600,서울특별시 강남구 테헤란로 415 L7 Hotels 강남타워 (6~8층) ,2367
1771,263860,지니언스,105802,소프트웨어 개발 및 공급업,"9,444,600","4,722,300,000","500",원(KRW),031-8084-9770,"경기도 안양시 동안구 벌말로 66 12층 A-F(관양동,평촌역 하이필드) ",2367
1772,303030,지니틱스,032601,반도체 제조업,"35,590,569","3,559,056,900","100",원(KRW),02-769-3921,"경기도 용인시 기흥구 흥덕1로 13 흥덕아이티밸리 1901호, (주)지니틱스",2367
1773,208350,지란지교시큐리티,105802,소프트웨어 개발 및 공급업,"7,774,533","3,887,266,500","500",원(KRW),02-786-7551,"서울특별시 강남구 역삼로 542 5층 502호(대치동, 신사제2빌딩)",2367
1774,114570,지스마트글로벌,032601,반도체 제조업,"11,339,394","5,669,697,000","500",원(KRW),070-4896-5001,서울특별시 강남구 도산대로 207 5층 (성도빌딩),2367
1775,299480,지앤이헬스케어,031309,기타 섬유제품 제조업,"11,100,743","1,110,074,300","100",원(KRW),1688-8845,"경기도 하남시 초광산단동로6번길 55(광암동, 지앤이빌딩) ",2367
1776,051160,지어소프트,105802,소프트웨어 개발 및 공급업,"14,574,555","7,287,277,500","500",원(KRW),02-2155-5100,"서울특별시 서초구 서초중앙로8길 117 (서초동,지어소프트빌딩)",2367
1777,053050,지에스이,043502,연료용 가스 제조 및 배관공급업,"29,987,597","15,304,357,500","500",원(KRW),055-855-0102,경상남도 사천시 사천읍 구암두문로 412-30 ,2367
1778,119850,지엔씨에너지,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","16,295,828","8,428,349,000","500",원(KRW),02-2164-9200,"서울특별시 영등포구 양산로 43 우림이비지센터 911, 912호 ",2367
1779,270520,지엔원에너지,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","29,384,815","2,938,481,500","100",원(KRW),02-3771-3423,"경기도 안양시 동안구 학의로 268 809호(관양동, 안양메가벨리)",2367
1780,065060,지엔코,031401,봉제의복 제조업,"98,008,044","49,004,022,000","500",원(KRW),(02)2185-8510,서울특별시 송파구  동남로4길 41 지엔코빌딩,2367
1781,204840,지엘팜텍,137001,자연과학 및 공학 연구개발업,"44,684,323","4,468,432,300","100",원(KRW),031-739-5220,경기도 성남시 중원구 사기막골로 137 중앙인더스피아5차 714호,2367
1782,013870,지엠비코리아,033003,자동차 신품 부품 제조업,"19,072,280","9,536,140,000","500",원(KRW),055-263-2131,경상남도 창원시 성산구  웅남로 618(성산동) ,2367
1783,071320,지역난방공사,043503,"증기, 냉·온수 및 공기조절 공급업","11,578,744","57,893,720,000","5,000",원(KRW),031-780-4114,경기도 성남시 분당구 분당로 368 ,2367
1784,135160,지오씨,032803,절연선 및 케이블 제조업,"9,576,333","4,788,166,500","500",원(KRW),062-973-6114,광주광역시 북구 첨단벤처로60번길 10(대촌동) ,2367
1785,111820,지와이커머스,106309,기타 정보 서비스업,"24,469,534","12,234,767,000","500",원(KRW),02-6950-9500,서울특별시 영등포구 버드나루로 73 우성빌딩 7층 ,2367
1786,010580,지코,033003,자동차 신품 부품 제조업,"64,581,636","32,290,818,000","500",원(KRW),041-529-7714,충청남도 아산시 도고면 도고면로 48-15 (주)지코,2367
1787,035000,지투알,137105,회사 본부 및 경영 컨설팅 서비스업,"16,567,409","17,571,493,000","1,000",원(KRW),02-705-2173,서울특별시 마포구  마포대로 155 LG마포B/D15F,2367
1788,115450,지트리비앤티,074607,기타 전문 도매업,"25,946,812","12,973,406,000","500",원(KRW),031-786-7800,경기도 성남시 분당구  정자일로 248 2201 ,2367
1789,219750,지티지웰니스,032701,의료용 기기 제조업,"13,748,516","6,874,258,000","500",원(KRW),070 - 7874 - 1069,경기도 용인시 수지구 신수로 767 &nbsp,2367
1790,088790,진도,074607,기타 전문 도매업,"12,447,744","6,223,872,000","500",원(KRW),02-850-8270,서울특별시 금천구  가산디지털1로 75 ,2367
1791,018120,진로발효,031101,알코올음료 제조업,"6,621,120","3,533,010,000","500",원(KRW),031 -491 -2675,경기도 안산시 단원구 별망로 594 ,2367
1792,109820,진매트릭스,137001,자연과학 및 공학 연구개발업,"19,875,036","9,937,518,000","500",원(KRW),031-628-2000,"경기도 성남시 분당구  대왕판교로 700 삼평동 코리아바이오파크 8층,7층",2367
1793,086060,진바이오텍,031008,동물용 사료 및 조제식품 제조업,"8,610,587","4,305,293,500","500",원(KRW),041-853-9961,충청남도 공주시  계룡면 신원사로 166 ,2367
1794,036890,진성티이씨,032902,특수 목적용 기계 제조업,"22,482,268","11,241,134,000","500",원(KRW),031 -658 -0100,경기도 평택시 세교산단로 3 (세교동) ,2367
1795,003780,진양산업,032202,플라스틱제품 제조업,"13,000,000","6,500,000,000","500",원(KRW),055-382-8981,경상남도 양산시 유산공단7길 42 -,2367
1796,007370,진양제약,032102,의약품 제조업,"12,000,000","6,000,000,000","500",원(KRW),02-3470-0300,서울특별시 서초구  효령로 231 ,2367
1797,010640,진양폴리우레탄,032202,플라스틱제품 제조업,"10,000,000","5,000,000,000","500",원(KRW),031-657-2545,경기 평택시 세교동 536-8번지,2367
1798,100250,진양홀딩스,032202,플라스틱제품 제조업,"55,895,292","27,947,646,000","500",원(KRW),051-809-8813,부산광역시 부산진구 시민공원로 20번길 8(부암동) -,2367
1799,051630,진양화학,032202,플라스틱제품 제조업,"12,000,000","6,000,000,000","500",원(KRW),052-278-0700,울산광역시 남구  장생포로 93 ,2367
1800,272450,진에어,085101,항공 여객 운송업,"30,000,000","30,000,000,000","1,000",원(KRW),1600-6200,"서울특별시 강서구 공항대로 453, 3층 ",2367
1801,011000,진원생명과학,032102,의약품 제조업,"44,630,808","44,630,808,000","1,000",원(KRW),02-6004-3500,서울특별시 강남구 학동로 343 더피나클강남 10층,2367
1802,250030,진코스텍,032004,기타 화학제품 제조업,"2,407,520","1,203,760,000","500",원(KRW),031-433-5575,"경기도 시흥시 군자천로237번길, 31 2나 604호 (정왕동) ",2367
1803,002780,진흥기업,064102,토목 건설업,"145,471,745","73,311,885,500","500",원(KRW),02-772-1200,"인천광역시 연수구 컨벤시아대로 69 (송도동 , 송도밀레니엄 807호)",2367
1804,233990,질경이,032004,기타 화학제품 제조업,"13,966,316","1,396,631,600","100",원(KRW),070-8952-5702,"서울특별시 서초구 사임당로 32 2층(서초동, 재우빌딩)",2367
1805,085660,차바이오텍,032101,기초 의약물질 및 생물학적 제제 제조업,"52,495,450","26,247,725,000","500",원(KRW),031-881-7400,서울특별시 강남구 도산대로 442 청담동 피엔폴루스 3층,2367
1806,009310,참엔지니어링,032902,특수 목적용 기계 제조업,"55,361,480","28,105,738,500","500",원(KRW),031-330-8500,경기도 용인시 처인구  남사면 형제로 5 ,2367
1807,094850,참좋은여행,147502,여행사 및 기타 여행보조 서비스업,"14,000,000","7,000,000,000","500",원(KRW),02-2188-4137,"서울특별시 중구 서소문로 135 서소문동, 연호빌딩 10층 ",2367
1808,004650,창해에탄올,031101,알코올음료 제조업,"9,190,885","4,595,442,500","500",원(KRW),063-214-7800,전라북도 전주시 덕진구 원만성로 15 ,2367
1809,311690,천랩,137001,자연과학 및 공학 연구개발업,"3,871,448","1,935,724,000","500",원(KRW),,"서울특별시 서초구 남부순환로 2477, JW TOWER 6층 ",2367
1810,278280,천보,032001,기초 화학물질 제조업,"10,000,000","5,000,000,000","500",원(KRW),070-4865-2525,충청북도 충주시 주덕읍 중원산업로 312 ,2367
1811,000650,천일고속,084902,육상 여객 운송업,"1,429,220","7,146,100,000","5,000",원(KRW),051-254-9111,부산광역시 동구 중앙대로 168(초량동) ,2367
1812,140290,청광건설,064102,토목 건설업,"10,555,100","5,277,550,000","500",원(KRW),02-3461-6393,서울특별시 강남구  언주로 550 ,2367
1813,096240,청담러닝,168505,일반 교습 학원,"7,674,651","3,837,325,500","500",원(KRW),02-3429-9407,서울특별시 강남구  영동대로 731 신영빌딩 15층 외,2367
1814,013720,청보산업,033003,자동차 신품 부품 제조업,"8,178,771","4,089,385,500","500",원(KRW),032 -816 -3550,인천광역시 남동구  남동대로 208 ,2367
1815,012600,청호컴넷,032901,일반 목적용 기계 제조업,"8,576,351","42,881,755,000","5,000",원(KRW),02-3670-7700-2,서울특별시 강남구 도산대로 318 ,2367
1816,066360,체리부로,031001,"도축, 육류 가공 및 저장 처리업","27,872,369","13,936,184,500","500",원(KRW),043-530-3200,충청북도 진천군 이월면 생거진천로 1770 ,2367
1817,033250,체시스,033003,자동차 신품 부품 제조업,"24,000,000","12,000,000,000","500",원(KRW),053-851-8511,경상북도 경산시 진량읍 일연로 528 ,2367
1818,047820,초록뱀,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","126,431,392","63,215,696,000","500",원(KRW),02-6925-7000,"서울특별시 강남구 도산대로 414 14층(청담동, 한성청담빌딩) ",2367
1819,094360,칩스앤미디어,105802,소프트웨어 개발 및 공급업,"9,640,315","4,963,657,500","500",원(KRW),02-568-3767,"서울특별시 강남구 테헤란로 509 엔씨타워1  7층,8층 ",2367
1820,016920,카스,074605,기계장비 및 관련 물품 도매업,"23,238,816","11,619,408,000","500",원(KRW),02-2225-3526,경기도 양주시  광적면 그루고개로 262 ,2367
1821,284620,카이노스메드,137001,자연과학 및 공학 연구개발업,"104,017,683","10,401,768,300","100",원(KRW),02-3771-3423,"경기도 성남시 분당구 대왕판교로712번길 16 4층(삼평동, 한국파스퇴르연구소)",2367
1822,035720,카카오,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","88,013,995","44,056,997,500","500",원(KRW),02-6718-1082,제주특별자치도 제주시 첨단로 242 ,2367
1823,042000,카페24,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","9,430,597","4,715,298,500","500",원(KRW),02-3284-0300,서울특별시 동작구 보라매로5길 15 ,2367
1824,006380,카프로,032001,기초 화학물질 제조업,"40,000,000","20,000,000,000","500",원(KRW),02-399-1200,"서울특별시 종로구 인사동7길 12 12층(관훈동, 백상빌딩)",2367
1825,317530,캐리소프트,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","6,761,196","3,380,598,000","500",원(KRW),02-6022-2801,"서울특별시 구로구 디지털로31길 20, 에이스테크노타워5차 1101호 ",2367
1826,071850,캐스텍코리아,033003,자동차 신품 부품 제조업,"16,569,188","8,284,594,000","500",원(KRW),051-974-4222,부산광역시 사상구 학장로63번길 24 ,2367
